,City ID,City,Country,Lat,Lon,Date (UTC),Clouds (%),Humidity (%),Max Temp (F),Wind Speed (mph)
190,4034551,Faanui,PF,-16.48,-151.75,1599946536,17,78,78.53,25.5234430689
191,5861897,Fairbanks,US,64.84,-147.72,1599946487,1,70,51.01,10.513600563
192,5503914,Fallon,US,39.47,-118.78,1599946536,1,7,91.0,13.018969207800001
193,110690,Faya,SA,18.39,42.45,1599946039,1,16,71.6,14.204545441499999
194,314967,Fethiye,TR,36.62,29.12,1599946537,0,83,77.0,13.018969207800001
195,5954718,Flin Flon,CA,54.77,-101.86,1599946537,90,66,51.8,33.531674987100004
196,6255012,Flinders,AU,-34.58,150.86,1599946537,99,90,57.99,4.4515032171
197,3156980,Florø,NO,61.6,5.03,1599946538,99,81,50.0,64.5579813294
198,921889,Fomboni,KM,-12.28,43.74,1599946538,20,80,77.36,19.2600214569
199,5955902,Fort Nelson,CA,58.81,-122.7,1599946538,75,76,50.0,13.018969207800001
200,5563839,Fortuna,US,40.6,-124.16,1599946538,1,82,62.6,18.007337134500002
201,1863997,Fukuechō,JP,32.69,128.84,1599946538,89,84,75.11,47.1769863561
202,2923588,Fürstenwalde,DE,52.37,14.07,1599946539,47,67,63.0,2.2593056529
203,2457161,Gao,ML,16.64,1.64,1599946001,49,22,97.05,12.0123478773
204,3855065,General Roca,AR,-39.03,-67.58,1599946539,10,20,64.4,31.0263063423
205,1735106,George Town,MY,5.41,100.34,1599945946,40,88,77.0,2.5053686448000003
206,2070998,Geraldton,AU,-28.77,114.6,1599946539,0,93,42.8,13.018969207800001
207,1269810,Ghoti,IN,19.72,73.62,1599946539,65,99,70.79,13.8018969093
208,5826027,Gillette,US,44.29,-105.5,1599946540,1,15,78.8,18.007337134500002
209,5654391,Glendive,US,47.11,-104.71,1599946424,1,21,84.2,23.0180744241
210,2165087,Gold Coast,AU,-28.0,153.43,1599946540,75,93,63.0,7.5161059344
211,4468261,Goldsboro,US,35.38,-77.99,1599946458,90,74,78.8,10.513600563
212,2456917,Goundam,ML,16.41,-3.67,1599946540,46,47,87.33,37.423944131700004
213,2444219,Gouré,NE,13.98,10.27,1599946540,39,28,89.55,23.0180744241
214,3580279,Gouyave,GD,12.16,-61.73,1599946541,20,74,86.0,18.007337134500002
215,934479,Grand Gaube,MU,-20.01,57.66,1599946541,0,85,68.0,13.399248377100001
216,5729080,Grants Pass,US,42.44,-123.33,1599946318,90,45,73.4,6.5542233297
217,3416888,Grindavik,IS,63.84,-22.43,1599945962,75,81,48.2,15.5019684897
218,4565090,Guánica,PR,17.97,-66.91,1599946541,10,77,82.0,15.3230135865
219,3461888,Guarapari,BR,-20.67,-40.5,1599946352,16,81,79.0,24.6286685529
220,4021858,Guerrero Negro,MX,27.98,-114.06,1599946477,0,26,89.08,29.281496036100002
221,5969025,Haines Junction,CA,60.75,-137.51,1599946542,0,40,53.96,4.9436292009
222,1529484,Kumul,CN,42.8,93.45,1599946542,0,31,56.88,9.4175017809
223,4513583,Hamilton,US,39.18,-84.53,1599945987,1,69,87.01,13.018969207800001
224,779683,Hammerfest,NO,70.66,23.68,1599946542,75,81,48.2,18.007337134500002
225,335035,Harar,ET,9.31,42.13,1599946543,68,78,61.77,2.3487831045000003
226,57289,Hargeisa,SO,9.56,44.06,1599946543,36,58,73.87,32.9724409146
227,2276492,Harper,LR,4.38,-7.72,1599945990,100,90,76.53,21.161417303400004
228,2112802,Hasaki,JP,35.73,140.83,1599946543,20,94,69.8,29.773622019900003
229,779622,Havøysund,NO,71.0,24.66,1599946543,75,81,48.2,18.007337134500002
230,2036986,Hegang,CN,47.4,130.37,1599946544,100,94,50.36,9.7977809502
231,3356832,Henties Bay,NA,-22.12,14.28,1599945954,6,89,57.0,8.94774516
232,2647074,Hereford,GB,52.06,-2.71,1599946544,60,88,55.99,15.815139570300001
233,3366880,Hermanus,ZA,-34.42,19.23,1599945972,28,89,59.0,6.71080887
234,3120811,Hernani,ES,43.27,-1.98,1599946544,0,82,68.0,5.010737289600001
235,5855927,Hilo,US,19.73,-155.09,1599946544,90,62,84.2,15.5019684897
236,1176889,Hingorja,PK,27.21,68.42,1599946545,6,43,90.14,7.113457402200001
237,1282256,Hithadhoo,MV,-0.6,73.08,1599946519,25,73,81.68,16.3072655541
238,2163355,Hobart,AU,-42.88,147.33,1599946253,20,81,46.0,25.5234430689
239,2108502,Honiara,SB,-9.43,159.95,1599946246,20,78,82.4,7.5161059344
240,779554,Honningsvåg,NO,70.98,25.97,1599946545,99,77,49.41,16.7099140863
241,1269943,Hosdurga,IN,13.8,76.29,1599946545,100,89,70.07,18.857372924699998
242,708257,Hoshcha,UA,50.6,26.67,1599946545,58,85,59.18,9.5517179583
243,1806840,Huilong,CN,31.81,121.66,1599946545,39,89,75.0,16.553328546
244,2629833,Husavik,IS,66.04,-17.34,1599946546,75,86,41.0,31.0263063423
245,3415720,Hvolsvollur,IS,63.75,-20.22,1599946546,99,76,46.0,26.8208661171
246,2095925,Ialibu,PG,-6.28,143.99,1599946546,100,99,57.15,3.8922691446
247,2524533,Iglesias,IT,39.31,8.54,1599946546,20,88,71.6,5.010737289600001
248,3461425,Ilhabela,BR,-23.78,-45.36,1599946506,0,60,77.52,12.0123478773
