,Hotel Name,Lat,Lon,City,Country
0,Avgustin Inn,44.7145465,37.5925971,Abrau-Dyurso,Russia
1,Pudong Holiday Hotel,41.14176,80.29139599999999,Akesu Diqu,China
2,Grand Hotel,-29.1462109,-59.64508799999999,Reconquista,Argentina
3,Yima Hotel,34.7476462,111.8723803,Sanmenxia Shi,China
