,Hotel Name,Lat,Lon,City,Country
0,Chenango Valley State Park,42.21394530000001,-75.8353542,Chenango Forks,United States
1,Hotel Burghof,50.3098095,11.9204252,Hof,Germany
2,Pension Feldgärtenhof,46.628854,10.750799,Silandro,Italy
3,Wingate By Wyndham Rome,43.20918650000001,-75.4130325,Rome,United States
